Run 1 : 

Red Wine Individual Average Error
for Euclidean : 0,495297805642633
for Manhattan : 0,495297805642633
for Minkowski : 0,70846394984326
Red Wine Individual Average Euclidean Error : 0,495297805642633, Correct Count : 303(94%), False Count : 16(5%)
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 4
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 3
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 8
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 3
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 3
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 8
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 8
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4

White Wine Individual Average Error
for Euclidean : 0,491317671092952
for Manhattan : 0,474974463738509
for Minkowski : 0,642492339121553
White Wine Individual Average Euclidean Error : 0,491317671092952, Correct Count : 937(95%), False Count : 42(4%)
White Wine Individual Average Manhattan Error : 0,474974463738509, Correct Count : 935(95%), False Count : 44(4%)
White Wine Individual Average Minkowski Error : 0,642492339121553, Correct Count : 903(92%), False Count : 76(7%)
White Wine Individual scores
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 7, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 7, Minkowski : 6, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 8
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 8
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 7, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 7, Manhattan : 7, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 7, Manhattan : 7, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 7, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 7, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 7, Manhattan : 7, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 7, Manhattan : 7, Minkowski : 6, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 7, Manhattan : 7, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 7, Minkowski : 6, Original : 5
Euclidean : 7, Manhattan : 7, Minkowski : 6, Original : 8
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 7, Manhattan : 7, Minkowski : 6, Original : 8
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 7, Manhattan : 7, Minkowski : 6, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 5, Manhattan : 4, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 7, Manhattan : 7, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 6, Original : 4
